,Contracting Agency Name,Date Signed,Est. Ultimate Completion Date,Product or Service Description,Vendor Address State Name,National Interest Action,Action Obligation
2249,U.S. COAST GUARD,2018-02-12,2018-03-03,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,1088000.0
2250,U.S. COAST GUARD,2018-03-20,2018-05-13,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,158897.0
2251,U.S. COAST GUARD,2017-10-05,2017-11-04,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,240000.0
2252,U.S. COAST GUARD,2017-10-20,2017-10-20,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-240000.0
2253,U.S. COAST GUARD,2017-10-06,2017-12-04,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,103740.0
2255,U.S. COAST GUARD,2018-05-30,2018-03-04,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-70259.91
2256,U.S. COAST GUARD,2017-10-08,2017-12-06,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,120000.0
2257,U.S. COAST GUARD,2017-10-25,2017-11-25,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,240000.0
2258,U.S. COAST GUARD,2017-10-31,2017-12-31,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,120000.0
2259,U.S. COAST GUARD,2018-01-30,2018-02-26,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,112570.75
2260,U.S. COAST GUARD,2018-02-22,2018-03-13,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,338150.25
2261,U.S. COAST GUARD,2018-03-27,2018-05-13,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,237370.84
2262,U.S. COAST GUARD,2018-04-12,2018-05-13,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,125981.67
2263,U.S. COAST GUARD,2018-05-24,2018-06-24,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,280783.87
2264,U.S. COAST GUARD,2017-10-17,2017-11-17,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,560000.0
2265,U.S. COAST GUARD,2018-04-17,2017-11-17,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-90192.83
2266,U.S. COAST GUARD,2017-10-24,2017-11-23,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,160000.0
2268,U.S. COAST GUARD,2018-04-17,2017-11-16,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-134295.7
2269,U.S. COAST GUARD,2017-10-26,2017-12-16,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,201250.0
2271,U.S. COAST GUARD,2018-04-17,2017-11-18,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-97105.74
2272,U.S. COAST GUARD,2018-02-02,2018-02-18,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,44990.4
2274,U.S. COAST GUARD,2018-07-24,2018-11-23,BUOYS,CONNECTICUT,HURRICANE MARIA 2017,228890.0
2275,U.S. COAST GUARD,2018-07-31,2019-03-28,IRON AND STEEL PRIMARY AND SEMIFINISHED PRODUCTS,WASHINGTON,HURRICANE MARIA 2017,217031.38
2276,U.S. COAST GUARD,2018-07-31,2019-03-28,IRON AND STEEL PRIMARY AND SEMIFINISHED PRODUCTS,NEW YORK,HURRICANE MARIA 2017,113670.98
2277,U.S. COAST GUARD,2018-07-26,2018-11-26,BUOYS,CONNECTICUT,HURRICANE MARIA 2017,172281.0
2278,U.S. COAST GUARD,2018-04-18,2019-04-19,BUOYS,ALABAMA,HURRICANE MARIA 2017,5009250.64
2279,U.S. COAST GUARD,2017-11-26,2018-01-15,TRAILERS,MASSACHUSETTS,HURRICANE MARIA 2017,50000.0
2280,U.S. COAST GUARD,2018-02-22,2018-02-23,TRAILERS,MASSACHUSETTS,HURRICANE MARIA 2017,53939.0
2282,U.S. COAST GUARD,2018-05-30,2018-03-04,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-75728.75
2283,U.S. COAST GUARD,2018-02-27,2018-02-28,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,KANSAS,HURRICANE MARIA 2017,31500.0
2284,U.S. COAST GUARD,2017-11-03,2018-01-03,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,145000.0
2285,U.S. COAST GUARD,2017-11-03,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,100000.0
2286,U.S. COAST GUARD,2017-11-20,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,150000.0
2287,U.S. COAST GUARD,2017-11-23,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,130000.0
2288,U.S. COAST GUARD,2017-11-28,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,470000.0
2289,U.S. COAST GUARD,2017-12-07,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,405000.0
2290,U.S. COAST GUARD,2018-05-22,2018-01-08,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,962864.49
2291,U.S. COAST GUARD,2017-11-03,2018-01-08,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,48000.0
2292,U.S. COAST GUARD,2017-11-16,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,52000.0
2293,U.S. COAST GUARD,2017-11-16,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,48000.0
2294,U.S. COAST GUARD,2017-11-27,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,200000.0
2295,U.S. COAST GUARD,2017-12-04,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,164000.0
2296,U.S. COAST GUARD,2017-11-03,2018-01-08,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,450000.0
2297,U.S. COAST GUARD,2017-11-16,2017-12-15,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,350000.0
2298,U.S. COAST GUARD,2017-11-17,2017-12-17,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,195000.0
2299,U.S. COAST GUARD,2017-11-25,2017-12-17,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,500000.0
2300,U.S. COAST GUARD,2017-12-04,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,1400000.0
2302,U.S. COAST GUARD,2017-11-21,2018-01-08,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,270000.0
2303,U.S. COAST GUARD,2017-11-27,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,430000.0
2304,U.S. COAST GUARD,2017-11-27,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,295000.0
2305,U.S. COAST GUARD,2017-12-07,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,1505000.0
2306,U.S. COAST GUARD,2018-02-27,2018-03-14,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,2500000.0
2307,U.S. COAST GUARD,2017-11-13,2018-01-08,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,270000.0
2308,U.S. COAST GUARD,2017-11-13,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,130000.0
2309,U.S. COAST GUARD,2017-11-13,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,300000.0
2310,U.S. COAST GUARD,2017-11-13,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,295000.0
2311,U.S. COAST GUARD,2017-12-07,2018-01-12,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,FLORIDA,HURRICANE MARIA 2017,1900000.0
2312,U.S. COAST GUARD,2018-01-24,2018-02-22,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,25000.0
2313,U.S. COAST GUARD,2018-02-22,2018-03-14,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,25000.0
2314,U.S. COAST GUARD,2018-06-14,2018-05-01,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-24858.5
2315,U.S. COAST GUARD,2018-06-26,2018-03-14,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,24303.45
2316,U.S. COAST GUARD,2017-10-05,2017-10-31,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,125000.0
2317,U.S. COAST GUARD,2018-03-13,2018-03-28,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,6000.0
2318,U.S. COAST GUARD,2018-01-26,2018-03-03,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,134870.9
2319,U.S. COAST GUARD,2018-02-27,2017-12-03,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,359595.58
2320,U.S. COAST GUARD,2017-10-08,2017-11-30,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,21750.0
2321,U.S. COAST GUARD,2017-10-12,2017-11-12,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-7250.0
2322,U.S. COAST GUARD,2017-10-13,2017-11-30,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,285000.0
2323,U.S. COAST GUARD,2017-10-20,2017-12-01,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,694076.0
2324,U.S. COAST GUARD,2017-11-03,2017-12-01,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,10200.0
2325,U.S. COAST GUARD,2017-11-09,2018-01-01,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,619303.49
2326,U.S. COAST GUARD,2017-12-07,2018-02-02,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,619303.49
2328,U.S. COAST GUARD,2017-10-20,2017-12-19,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,250000.0
2329,U.S. COAST GUARD,2017-10-25,2017-12-19,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,100000.0
2330,U.S. COAST GUARD,2017-10-25,2017-11-25,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,200000.0
2331,U.S. COAST GUARD,2017-12-14,2017-12-14,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,-59582.37
2332,U.S. COAST GUARD,2018-02-02,2018-02-18,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,NEW YORK,HURRICANE MARIA 2017,14208.85
2333,U.S. COAST GUARD,2017-10-20,2017-12-19,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,MASSACHUSETTS,HURRICANE MARIA 2017,250000.0
2334,U.S. COAST GUARD,2018-02-06,2017-12-19,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,MASSACHUSETTS,HURRICANE MARIA 2017,-58860.2
2335,U.S. COAST GUARD,2017-10-20,2018-01-20,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,100000.0
2336,U.S. COAST GUARD,2017-11-03,2018-01-08,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,800000.0
2337,U.S. COAST GUARD,2017-12-05,2017-12-27,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,600000.0
2338,U.S. COAST GUARD,2017-12-07,2018-02-07,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,500000.0
2339,U.S. COAST GUARD,2017-12-11,2018-02-07,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,500000.0
2340,U.S. COAST GUARD,2017-12-18,2017-12-20,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,500000.0
2341,U.S. COAST GUARD,2018-01-11,2018-02-20,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,1000000.0
2342,U.S. COAST GUARD,2018-01-11,2018-02-20,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,1000000.0
2343,U.S. COAST GUARD,2018-01-24,2018-02-20,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,5000000.0
2344,U.S. COAST GUARD,2018-02-01,2018-03-30,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,7000000.0
2345,U.S. COAST GUARD,2018-02-23,2018-03-13,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,3000000.0
2347,U.S. COAST GUARD,2018-07-18,2018-09-30,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,TEXAS,HURRICANE MARIA 2017,1000000.0
2348,U.S. COAST GUARD,2017-10-25,2017-12-22,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,WASHINGTON,HURRICANE MARIA 2017,40000.0
2349,U.S. COAST GUARD,2017-12-21,2018-01-24,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,650000.0
2350,U.S. COAST GUARD,2018-01-31,2018-12-26,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,-650000.0
2351,U.S. COAST GUARD,2017-11-03,2017-12-03,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,MASSACHUSETTS,HURRICANE MARIA 2017,25000.0
2352,U.S. COAST GUARD,2017-12-18,2017-12-06,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,MASSACHUSETTS,HURRICANE MARIA 2017,-1645.5
2353,U.S. COAST GUARD,2018-01-24,2018-02-22,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,26000.0
2355,U.S. COAST GUARD,2018-01-30,2018-02-28,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,650000.0
2356,U.S. COAST GUARD,2018-01-31,2018-02-19,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",KANSAS,HURRICANE MARIA 2017,10000.0
2359,U.S. COAST GUARD,2017-10-06,2017-11-05,"GENERATORS AND GENERATOR SETS, ELECTRICAL",VIRGINIA,HURRICANE MARIA 2017,93732.0
2360,U.S. COAST GUARD,2017-10-20,2017-11-12,"GENERATORS AND GENERATOR SETS, ELECTRICAL",VIRGINIA,HURRICANE MARIA 2017,44146.17
2361,U.S. COAST GUARD,2017-10-11,2017-11-10,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,ARIZONA,HURRICANE MARIA 2017,64000.0
2362,U.S. COAST GUARD,2018-05-30,2017-11-01,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,ARIZONA,HURRICANE MARIA 2017,-13507.5
2363,SMALL BUSINESS ADMINISTRATION,2018-08-14,2019-06-30,SUPPORT- PROFESSIONAL: OTHER,VIRGINIA,HURRICANE MARIA 2017,141335.52
2364,SMALL BUSINESS ADMINISTRATION,2018-07-16,2019-07-15,SUPPORT- PROFESSIONAL: OTHER,VIRGINIA,HURRICANE MARIA 2017,1108818.72
2365,SMALL BUSINESS ADMINISTRATION,2018-02-06,2019-02-28,MISCELLANEOUS OFFICE MACHINES,TENNESSEE,HURRICANE MARIA 2017,16627.43
2366,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-08-13,2018-11-07,MEDICAL- NURSING,GEORGIA,HURRICANE MARIA 2017,333382.68
2368,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-04,2018-11-07,MEDICAL- NURSING,GEORGIA,HURRICANE MARIA 2017,388748.4
2369,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-13,2019-04-30,LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS,WYOMING,HURRICANE MARIA 2017,127495.0
2370,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-16,2019-04-30,LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS,WYOMING,HURRICANE MARIA 2017,113520.0
2371,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-16,2019-04-30,LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS,WYOMING,HURRICANE MARIA 2017,37400.0
2372,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-21,2019-04-30,LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS,WYOMING,HURRICANE MARIA 2017,59550.0
2373,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-21,2019-04-30,LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS,WYOMING,HURRICANE MARIA 2017,192325.64
2374,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-05-23,2018-06-22,DRUGS AND BIOLOGICALS,CALIFORNIA,HURRICANE MARIA 2017,346450.99
2375,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-06-08,2018-06-18,DRUGS AND BIOLOGICALS,CALIFORNIA,HURRICANE MARIA 2017,10205.12
2376,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-06-14,2018-07-13,DRUGS AND BIOLOGICALS,CALIFORNIA,HURRICANE MARIA 2017,5151.47
2378,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-07-11,2018-08-10,DRUGS AND BIOLOGICALS,CALIFORNIA,HURRICANE MARIA 2017,55804.99
2379,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-06,2018-10-05,DRUGS AND BIOLOGICALS,CALIFORNIA,HURRICANE MARIA 2017,151585.41
2380,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-06,2018-10-05,DRUGS AND BIOLOGICALS,CALIFORNIA,HURRICANE MARIA 2017,280409.67
2381,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-06,2018-10-05,DRUGS AND BIOLOGICALS,CALIFORNIA,HURRICANE MARIA 2017,171918.05
2383,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-04-30,2018-07-31,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,VIRGINIA,HURRICANE MARIA 2017,161870.0
2384,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-05-22,2018-06-21,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,MASSACHUSETTS,HURRICANE MARIA 2017,23400.0
2385,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-06-14,2018-07-13,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,MASSACHUSETTS,HURRICANE MARIA 2017,22880.0
2386,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-08-04,2018-10-22,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,VIRGINIA,HURRICANE MARIA 2017,1564686.0
2387,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-09-06,2018-10-22,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,VIRGINIA,HURRICANE MARIA 2017,177912.0
2388,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-04-12,2018-05-11,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,16000.0
2389,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-05-15,2018-06-14,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,16500.0
2390,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-06-14,2018-07-13,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,16450.0
2391,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-07-23,2018-08-22,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,16750.0
2392,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-04-26,2018-05-25,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,15498.0
2393,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-05-25,2018-06-24,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,28900.0
2394,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-06-05,2018-07-04,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,11200.0
2395,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-05-02,2018-05-31,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",VIRGINIA,HURRICANE MARIA 2017,60249.36
2396,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-06-08,2018-07-07,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,23890.0
2397,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,2018-06-08,2018-07-07,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,NEW MEXICO,HURRICANE MARIA 2017,12480.0
